SID,exam code
D936112716,B32326E1
D936112716,B32327E1
D936128371,C42304E1
D936128371,C42306E1
D936128371,C72303E1
D936132161,B32321E1
D936132161,C12332E1
D936132161,C42304E1
D936132161,C42306E1
D936132161,C52303E1
D936137845,B32321E1
D936137845,B32322E1
D936137845,B32325E1
D936137845,B32326E1
D936137845,B32327E1
D936142506,C12324E1
D936142506,C12327E1
D936142506,C12332E1
D936142506,C12338E1
D936171942,B32321E1
D936171942,B32322E1
D936171942,B32325E1
D936171942,B32326E1
D936171942,B32327E1
D936193999,B32321E1
D936193999,B32322E1
D936193999,B32325E1
D936193999,B32326E1
D936193999,B32327E1
D936196750,C12321E1
D936196750,C82BUAE1
D936196750,C82MJAE1
D936197182,C12327E1
D936197182,C12328E1
D936197182,C12331E1
D936197182,C12333E1
D936202408,C82BUAE1
D936202408,C82CUAE1
D936202408,C82MHAE1
D936206288,C12324E1
D936206288,C12325E1
D936206288,C42304E1
D936206288,C42306E1
D936206288,C42307E1
D936210012,B32321E1
D936210012,B32322E1
D936210012,B32325E1
D936210012,B32326E1
D936210012,B32327E1
D936223942,C72303E1
D936230065,C82MJAE1
D936242806,C81HBAE1
D936242806,C81HCAE1
D936242806,C81HDAE1
D936242806,C81MSAE1
D936243803,C12324E1
D936243803,C12327E1
D936243803,C12332E1
D936243803,C12338E1
D936250339,C12321E1
D936250339,C82BUAE1
D936250339,C82MJAE1
D936262583,C12321E1
D936262583,C12327E1
D936262583,C12328E1
D936262583,C42306E1
D936263720,B32321E1
D936263720,B32322E1
D936263720,B32325E1
D936263720,B32326E1
D936263720,B32327E1
D936265078,C12321E1
D936265078,C12327E1
D936265078,C12332E1
D936265078,C12338E1
D936268448,B32321E1
D936268448,C12324E1
D936268448,C12332E1
D936268448,C52303E1
D936271356,B32321E1
D936271356,B32322E1
D936271356,B32325E1
D936271356,B32326E1
D936271356,B32327E1
D936293738,C12324E1
D936293738,C12327E1
D936293738,C12332E1
D936293738,C12338E1
D936318008,B12301E1
D936318008,B12302E1
D936318008,B12303E1
D936318008,B12320E1
D936318008,C12321E1
D936322566,C82BUAE1
D936322566,C82CUAE1
D936322566,C82MHAE1
D936327181,B32321E1
D936327181,B32322E1
D936327181,B32325E1
D936327181,B32326E1
D936327181,B32327E1
D936349471,C72303E1
D936351038,C82MJAE1
D936366261,B32321E1
D936366261,B32322E1
D936366261,B32325E1
D936366261,B32326E1
D936366261,B32327E1
D936372310,C82CUAE1
D936372310,C82MJAE1
D936420655,C12324E1
D936420655,C12325E1
D936420655,C12328E1
D936420655,C12332E1
D936435246,C12327E1
D936435246,C12332E1
D936435246,C12338E1
D936435246,C42306E1
D936443137,B32321E1
D936443137,B32322E1
D936443137,B32325E1
D936443137,B32326E1
D936443137,B32327E1
D936444547,B32321E1
D936444547,B32322E1
D936444547,B32325E1
D936444547,B32326E1
D936444547,B32327E1
D936445647,B12301E1
D936445647,B12302E1
D936445647,B12303E1
D936445647,C12325E1
D936445647,C81IDAE1
D936462345,C12321E1
D936462345,C12324E1
D936462345,C12327E1
D936462345,C12338E1
D936462345,C82BUAE1
D936472148,B32321E1
D936472148,B32322E1
D936472148,B32325E1
D936472148,B32326E1
D936472148,B32327E1
D936478597,C12328E1
D936478597,C12332E1
D936478597,C12333E1
D936509064,B32321E1
D936509064,B32322E1
D936509064,B32325E1
D936509064,B32326E1
D936509064,B32327E1
D936521228,C72303E1
D936536037,C12324E1
D936536037,C12325E1
D936536037,C12327E1
D936536037,C12338E1
D936536037,C42307E1
D936544098,C12321E1
D936544098,C12324E1
D936544098,C12327E1
D936544098,C12328E1
D936544098,C12338E1
D936547011,C12324E1
D936547011,C12325E1
D936547011,C42304E1
D936547011,C42306E1
D936553584,C12321E1
D936553584,C82BUAE1
D936553584,C82MJAE1
D936568603,C12325E1
D936568603,C42304E1
D936568603,C42306E1
D936568603,C42307E1
D936582296,C12321E1
D936582296,C12327E1
D936582296,C12338E1
D936584913,C12324E1
D936584913,C12325E1
D936584913,C12328E1
D936584913,C12332E1
D936588287,C12327E1
D936588287,C12332E1
D936588287,C12338E1
D936588287,C42306E1
D936595296,C12324E1
D936595296,C12327E1
D936595296,C12332E1
D936595296,C12338E1
D936601357,C82BUAE1
D936601357,C82CUAE1
D936601357,C82MHAE1
D936626707,B32321E1
D936626707,B32322E1
D936626707,B32325E1
D936626707,B32326E1
D936626707,B32327E1
D936632812,B12301E1
D936632812,B12302E1
D936632812,B12303E1
D936632812,B12320E1
D936632812,C12325E1
D936663573,C12324E1
D936663573,C12327E1
D936663573,C12328E1
D936663573,C12332E1
D936663920,C72303E1
D936667870,C12327E1
D936667870,C12332E1
D936667870,C12338E1
D936667870,C42307E1
D936715702,B32321E1
D936715702,B32322E1
D936715702,B32325E1
D936715702,B32326E1
D936715702,B32327E1
D936730990,C12324E1
D936730990,C12325E1
D936730990,C12328E1
D936730990,C12332E1
D936736914,C12321E1
D936736914,C12324E1
D936736914,C12338E1
D936743668,C12325E1
D936743668,C42304E1
D936743668,C42306E1
D936743668,C42307E1
D936747471,B32321E1
D936747471,B32322E1
D936747471,B32325E1
D936747471,B32326E1
D936747471,B32327E1
D936772509,B32321E1
D936772509,B32322E1
D936772509,B32325E1
D936772509,B32326E1
D936772509,B32327E1
D936804109,B32321E1
D936804109,C12332E1
D936804109,C42306E1
D936804109,C52303E1
D936824325,B32321E1
D936824325,B32322E1
D936824325,B32325E1
D936824325,B32326E1
D936824325,B32327E1
D936824624,B32321E1
D936824624,B32322E1
D936824624,B32325E1
D936824624,B32326E1
D936824624,B32327E1
D936838517,B32321E1
D936838517,B32322E1
D936838517,B32325E1
D936838517,B32326E1
D936838517,B32327E1
D936870425,C12321E1
D936870425,C12327E1
D936870425,C12332E1
D936870425,C12338E1
D936881111,C12324E1
D936881111,C12332E1
D936881111,C42304E1
D936881111,C52303E1
D936892461,C12325E1
D936892461,C42304E1
D936892461,C42306E1
D936892461,C42307E1
D936905336,C12324E1
D936905336,C12327E1
D936905336,C12332E1
D936905336,C12338E1
D936925862,B12301E1
D936925862,B12302E1
D936925862,B12303E1
D936925862,C12325E1
D936926870,C81IBAE1
D936930567,C81IDAE1
D936950543,B32321E1
D936950543,C12324E1
D936950543,C12332E1
D936950543,C52303E1
D936951621,C12321E1
D936951621,C12327E1
D936951621,C12338E1
D936955881,B32321E1
D936955881,B32322E1
D936955881,B32325E1
D936955881,B32326E1
D936955881,B32327E1
D936975834,C12321E1
D936975834,C12327E1
D936975834,C12338E1
D936975834,C42306E1
D936996035,C82BCSE1
D936996035,C82CUAE1
D936996035,C82DUAE1
D936996035,C82MJAE1
D936996035,C8CXESE1
D937002199,B32321E1
D937002199,B32322E1
D937002199,B32325E1
D937002199,B32326E1
D937002199,B32327E1
D937056044,B32321E1
D937056044,B32322E1
D937056044,B32325E1
D937056044,B32326E1
D937056044,B32327E1
D937064348,C12321E1
D937064348,C12327E1
D937064348,C12338E1
D937064348,C42306E1
D937098309,C12321E1
D937098309,C12324E1
D937098309,C82BUAE1
D937098309,C82MJAE1
D937105102,C12325E1
D937105102,C12333E1
D937105102,C42304E1
D937105102,C42306E1
D937105102,C42307E1
D937125513,C82BCSE1
D937125513,C82CUAE1
D937125513,C82DUAE1
D937125513,C82MJAE1
D937125513,C8CXESE1
D937136151,C12331E1
D937136151,C12338E1
D937136151,C42304E1
D937136151,C42306E1
D937136151,C42307E1
D937152003,C82CUAE1
D937152003,C82MJAE1
D937164718,B32321E1
D937164718,C12324E1
D937164718,C12332E1
D937164718,C52303E1
D937195398,B32321E1
D937195398,B32322E1
D937195398,B32325E1
D937195398,B32326E1
D937195398,B32327E1
D937220070,B12301E1
D937220070,B12302E1
D937220070,B12303E1
D937220070,C12325E1
D937220070,C81IDAE1
D937227493,C12325E1
D937227493,C12329E1
D937227493,C12331E1
D937227493,C42304E1
D937231423,C12324E1
D937231423,C12325E1
D937231423,C42304E1
D937231423,C42306E1
D937231423,C42307E1
D937260205,B12301E1
D937260205,B12302E1
D937260205,B12303E1
D937260205,B12320E1
D937260205,C12325E1
D937275069,C12321E1
D937275069,C12324E1
D937275069,C12327E1
D937275069,C12338E1
D937382493,C12321E1
D937382493,C82BUAE1
D937382493,C82CUAE1
D937382493,C82MJAE1
D937442155,B32321E1
D937442155,B32322E1
D937442155,B32325E1
D937442155,B32326E1
D937442155,B32327E1
D937443428,C42304E1
D937443428,C42306E1
D937443428,C72303E1
D937527670,C72303E1
D937527681,C72303E1
D937555581,C12321E1
D937555581,C12327E1
D937555581,C12338E1
D937555581,C42307E1
D937602782,C12321E1
D937602782,C82BUAE1
D937602782,C82MJAE1
D937604926,C12327E1
D937604926,C12332E1
D937604926,C12338E1
D937604926,C42307E1
D937860968,C12321E1
D937860968,C12328E1
D937860968,C12338E1
D937890208,C13567E1
D937891489,C13567E1
D938027472,C12321E1
D938027472,C12327E1
D938027472,C12332E1
D938027472,C12338E1
D938120692,C12321E1
D938120692,C82BUAE1
D938120692,C82MJAE1
D938134747,B12301E1
D938134747,B12302E1
D938134747,B12303E1
D938134747,B12320E1
D938134747,C12321E1
D938142328,C12325E1
D938142328,C42304E1
D938142328,C42306E1
D938142328,C42307E1
D938193870,B32321E1
D938193870,B32322E1
D938193870,B32325E1
D938193870,B32326E1
D938193870,B32327E1
D938270090,B32321E1
D938270090,B32322E1
D938270090,B32325E1
D938270090,B32326E1
D938270090,B32327E1
D938280321,C12325E1
D938280321,C12338E1
D938280321,C42304E1
D938280321,C42306E1
D938280321,C42307E1
D938292243,B32321E1
D938292243,B32322E1
D938292243,B32325E1
D938292243,B32326E1
D938292243,B32327E1
D938475363,C12321E1
D938475363,C12327E1
D938475363,C12338E1
D938475363,C42307E1
D938482992,C12324E1
D938482992,C12327E1
D938482992,C12332E1
D938482992,C12338E1
D938518659,B12301E1
D938518659,B12302E1
D938518659,B12303E1
D938518659,C12325E1
D938553199,C11101E1
D938553199,C41101E1
D938686110,C12321E1
D938686110,C12327E1
D938686110,C12338E1
D938787211,B32321E1
D938787211,B32322E1
D938787211,B32325E1
D938787211,B32326E1
D938787211,B32327E1
D938833220,C12321E1
D938833220,C12324E1
D938833220,C12327E1
D938902478,C12321E1
D938902478,C12324E1
D938902478,C12329E1
D938902478,C42307E1
D939833016,C12321E1
D939833016,C12324E1
D939833016,C12328E1
D939833016,C12329E1
D939833016,C12338E1
D939833050,C12325E1
D939833050,C12327E1
D939833050,C12331E1
D939833050,C12333E1
D939833050,C42307E1
D939833061,B32321E1
D939833061,B32322E1
D939833061,B32325E1
D939833061,B32326E1
D939833061,B32327E1
D939833083,B32321E1
D939833083,B32322E1
D939833083,B32325E1
D939833083,B32326E1
D939833083,B32327E1
D939833094,B32321E1
D939833094,B32322E1
D939833094,B32325E1
D939833094,B32326E1
D939833094,B32327E1
D939833119,B32321E1
D939833119,B32322E1
D939833119,B32325E1
D939833119,B32326E1
D939833119,B32327E1
D939833120,C12321E1
D939833120,C82BUAE1
D939833120,C82CUAE1
D939833120,C82MJAE1
D939833131,B12301E1
D939833131,B12302E1
D939833131,B12303E1
D939833131,C12325E1
D939833131,C81IDAE1
D939833164,C12325E1
D939833164,C42304E1
D939833164,C72303E1
D939969670,C12321E1
D939969670,C82BUAE1
D939969670,C82MJAE1
D939969773,B32321E1
D939969773,B32322E1
D939969773,B32325E1
D939969773,B32326E1
D939969773,B32327E1
D939969795,B32321E1
D939969795,B32322E1
D939969795,B32325E1
D939969795,B32326E1
D939969795,B32327E1
D940009828,C8P001E1
D940009828,C8P002E1
D940009840,C8P001E1
D940009840,C8P002E1
D940009862,C8P001E1
D940009862,C8P002E1
D940009873,C8P001E1
D940009873,C8P002E1
D940009884,C8P001E1
D940009884,C8P002E1
D940009909,C8P001E1
D940009909,C8P002E1
D940009910,C8P001E1
D940009910,C8P002E1
D940009921,C8P001E1
D940009921,C8P002E1
D940009932,C8P001E1
D940009932,C8P002E1
D940009943,C8P001E1
D940009943,C8P002E1
D940009954,C8P001E1
D940009954,C8P002E1
D940009965,C8P001E1
D940009965,C8P002E1
D940009976,C8P001E1
D940009976,C8P002E1
D940009987,C8P001E1
D940009987,C8P002E1
D940009998,C8P001E1
D940009998,C8P002E1
D940010008,C13569E1
D940010008,C1P001E1
D940010019,C13569E1
D940010019,C1P001E1
D940010097,C13569E1
D940010097,C1P001E1
D940010101,C13569E1
D940010101,C1P001E1
D940010190,C13569E1
D940010190,C1P001E1
D940010592,C8P001E1
D940010592,C8P002E1
D940010606,C13569E1
D940010606,C1P001E1
D940011005,C8P001E1
D940011005,C8P002E1
D940011061,C8P001E1
D940011061,C8P002E1
D940011072,C8P001E1
D940011072,C8P002E1
D940011083,C8P001E1
D940011083,C8P002E1
D940011201,B11101E1
D940011201,C71101E1
D940011201,C81J2AE1
D940011201,C81J2AE2
D940011245,B31101E1
D940011245,B31103E1
D940011245,B31105E1
D940011245,B31107E1
D940011267,C41101E1
D940011267,C81HBAE1
D940011267,C81HCAE1
D940011267,C81HDAE1
D940011267,C81IAAE1
D940011267,C81MSAE1
D940011278,B31101E1
D940011278,B31103E1
D940011278,B31105E1
D940011278,B31107E1
D940011360,C11105E1
D940011360,C41101E1
D940011360,C71101E1
D940011599,B31101E1
D940011599,B31103E1
D940011599,B31105E1
D940011599,B31107E1
D940011625,B11102E1
D940011625,C11101E1
D940011625,C11105E1
D940011625,C71101E1
D940011658,B11102E1
D940011658,C11101E1
D940011658,C11105E1
D940011658,C71101E1
D940011692,C11101E1
D940011692,C81HAAE1
D940011692,C81HBAE1
D940011692,C81HCAE1
D940011692,C81HDAE1
D940011692,C81MSAE1
D940011728,C11101E1
D940011728,C11105E1
D940011728,C41101E1
D940011728,C71101E1
D940011739,B31101E1
D940011739,B31103E1
D940011739,B31105E1
D940011739,B31107E1
D940011784,B11102E1
D940011784,C11101E1
D940011784,C11105E1
D940011784,C41101E1
D940011795,C11101E1
D940011795,C11105E1
D940011795,C71101E1
D940011968,C81IAAE1
D940012035,B11102E1
D940012035,C11101E1
D940012035,C11105E1
D940012035,C71101E1
D940012079,B31101E1
D940012079,B31103E1
D940012079,B31105E1
D940012079,B31107E1
D940012138,C11101E1
D940012138,C41101E1
D940012138,C81HBAE1
D940012138,C81HCAE1
D940012138,C81HDAE1
D940012138,C81MSAE1
D940012149,C11101E1
D940012149,C11105E1
D940012149,C71101E1
D940012161,C11101E1
D940012161,C11105E1
D940012161,C71101E1
D940012183,C11101E1
D940012183,C11105E1
D940012183,C41101E1
D940012183,C71101E1
D940012220,C11101E1
D940012220,C11105E1
D940012220,C41101E1
D940012220,C81IBAE1
D940012390,B11102E1
D940012390,C71101E1
D940012482,C11105E1
D940012482,C41101E1
D940012482,C71101E1
D940012666,B31101E1
D940012666,B31103E1
D940012666,B31105E1
D940012666,B31107E1
D940012792,B11102E1
D940012839,B31101E1
D940012839,B31103E1
D940012839,B31105E1
D940012839,B31107E1
D940012909,C81IAAE1
D940013054,B11102E1
D940013054,C11101E1
D940013054,C11105E1
D940013054,C71101E1
D940013124,C81HBAE1
D940013124,C81HCAE1
D940013124,C81HDAE1
D940013124,C81IAAE1
D940013124,C81MSAE1
D940013135,B11102E1
D940013135,C11101E1
D940013135,C11105E1
D940013135,C71101E1
D940013180,B11102E1
D940013180,C11101E1
D940013180,C11105E1
D940013180,C71101E1
D940013320,C81J2AE1
D940013320,C81J2AE2
D940013412,C11105E1
D940013412,C41101E1
D940013412,C71101E1
D940013490,C11105E1
D940013490,C41101E1
D940013490,C71101E1
D940013515,B11102E1
D940013515,C71101E1
D940013618,C11101E1
D940013618,C11105E1
D940013618,C41101E1
D940013618,C71101E1
D940013685,B31101E1
D940013685,B31103E1
D940013685,B31105E1
D940013685,B31107E1
D940013696,C81IAAE1
D940013733,B11102E1
D940013733,C11101E1
D940013733,C11105E1
D940013733,C71101E1
D940013814,B31101E1
D940013814,B31103E1
D940013814,B31105E1
D940013814,B31107E1
D940013836,C11101E1
D940013836,C11105E1
D940013836,C71101E1
D940013847,B11102E1
D940013847,C11101E1
D940013847,C81HBAE1
D940013847,C81HCAE1
D940013847,C81HDAE1
D940013847,C81MSAE1
D940013906,B11101E1
D940013906,C71101E1
D940013906,C81J2AE1
D940013906,C81J2AE2
D940013928,B31101E1
D940013928,B31103E1
D940013928,B31105E1
D940013928,B31107E1
D940013940,C11105E1
D940013940,C41101E1
D940013940,C71101E1
D940014006,C11105E1
D940014006,C41101E1
D940014006,C71101E1
D940014028,B31101E1
D940014028,B31103E1
D940014028,B31105E1
D940014028,B31107E1
D940014062,B11102E1
D940014062,C11101E1
D940014062,C11105E1
D940014062,C41101E1
D940014062,C71101E1
D940014110,C81HAAE1
D940014110,C81HBAE1
D940014110,C81HCAE1
D940014110,C81HDAE1
D940014110,C81MSAE1
D940014154,B11101E1
D940014154,C81HBAE1
D940014154,C81HCAE1
D940014154,C81HDAE1
D940014154,C81IAAE1
D940014154,C81MSAE1
D940014176,C11101E1
D940014176,C11105E1
D940014176,C41101E1
D940014235,B31101E1
D940014235,B31103E1
D940014235,B31105E1
D940014235,B31107E1
D940014305,C81HAAE1
D940014431,B31101E1
D940014431,B31103E1
D940014431,B31105E1
D940014431,B31107E1
D940014475,B11102E1
D940014475,C11101E1
D940014475,C11105E1
D940014475,C41101E1
D940014590,C81ICAE1
D940014604,B11102E1
D940014604,C71101E1
D940014752,B31101E1
D940014752,B31103E1
D940014752,B31105E1
D940014752,B31107E1
D940014800,B31101E1
D940014800,B31103E1
D940014800,B31105E1
D940014800,B31107E1
D940014947,B31101E1
D940014947,B31103E1
D940014947,B31105E1
D940014947,B31107E1
D940014958,B11102E1
D940014958,C11101E1
D940014958,C11105E1
D940014958,C71101E1
D940014992,B11102E1
D940014992,C71101E1
D940015139,C81IAAE1
D940015162,B11102E1
D940015162,C71101E1
D940015276,C81J2AE1
D940015276,C81J2AE2
D940015379,B31101E1
D940015379,B31103E1
D940015379,B31105E1
D940015379,B31107E1
D940015601,C81J3AE1
D940015601,C81J3AE2
D940015737,B31101E1
D940015737,B31103E1
D940015737,B31105E1
D940015737,B31107E1
D940015782,B11102E1
D940015782,C11101E1
D940015782,C11105E1
D940015782,C71101E1
D940015874,C11105E1
D940015874,C41101E1
D940015874,C71101E1
D940016000,C11101E1
D940016000,C11105E1
D940016000,C41101E1
D940016000,C71101E1
D940016158,B11102E1
D940016158,C11101E1
D940016158,C11105E1
D940016158,C71101E1
D940016181,B11102E1
D940016181,C71101E1
D940016228,C11105E1
D940016228,C41101E1
D940016228,C71101E1
D940016239,C11105E1
D940016239,C41101E1
D940016239,C71101E1
D940016240,B11101E1
D940016240,C11105E1
D940016240,C71101E1
D940016295,C11101E1
D940016295,C11105E1
D940016295,C71101E1
D940016354,C11101E1
D940016354,C11105E1
D940016354,C71101E1
D940016435,C81J4AE1
D940016435,C81J4AE2
D940016446,C81ICAE1
D940016457,C81J4AE1
D940016457,C81J4AE2
D940016468,B11102E1
D940016468,C11101E1
D940016468,C11105E1
D940016468,C71101E1
D940016479,C11101E1
D940016479,C11105E1
D940016479,C71101E1
D940016550,B31101E1
D940016550,B31103E1
D940016550,B31105E1
D940016550,B31107E1
D940016572,C11105E1
D940016572,C41101E1
D940016572,C71101E1
D940016594,B31101E1
D940016594,B31103E1
D940016594,B31105E1
D940016594,B31107E1
D940016631,C81J4AE1
D940016631,C81J4AE2
D940016789,B11102E1
D940016789,C11101E1
D940016789,C41101E1
D940016789,C81HBAE1
D940016789,C81HCAE1
D940016789,C81HDAE1
D940016789,C81MSAE1
D940017177,C11101E1
D940017177,C11105E1
D940017177,C41101E1
D940017177,C71101E1
D940017188,C81HAAE1
D940017373,B11102E1
D940017373,C71101E1
D940017421,B11101E1
D940017421,C71101E1
D940017421,C81J2AE1
D940017421,C81J2AE2
D940017465,C11101E1
D940017465,C11105E1
D940017465,C41101E1
D940017465,C71101E1
D940017535,C11105E1
D940017535,C41101E1
D940017535,C71101E1
D940017568,B11101E1
D940017568,C71101E1
D940017568,C81J2AE1
D940017568,C81J2AE2
D940017672,B11102E1
D940017672,C71101E1
D940017889,C11101E1
D940017889,C11105E1
D940017889,C41101E1
D940017889,C71101E1
D940017904,B11101E1
D940017904,C11101E1
D940017904,C11105E1
D940017904,C71101E1
D940018233,B11102E1
D940018233,C11101E1
D940018233,C41101E1
D940018233,C71101E1
D940018303,B31101E1
D940018303,B31103E1
D940018303,B31105E1
D940018303,B31107E1
D940018325,C11101E1
D940018325,C11105E1
D940018325,C71101E1
D940018369,C81IAAE1
D940018428,C81HAAE1
D940018439,B31101E1
D940018439,B31103E1
D940018439,B31105E1
D940018439,B31107E1
D940018462,B31101E1
D940018462,B31103E1
D940018462,B31105E1
D940018462,B31107E1
D940018543,C71101E1
D940018565,B31101E1
D940018565,B31103E1
D940018565,B31105E1
D940018565,B31107E1
D940018635,C81ICAE1
D940018738,C11105E1
D940018738,C41101E1
D940018738,C71101E1
D940018761,B31101E1
D940018761,B31103E1
D940018761,B31105E1
D940018761,B31107E1
D940018783,C71101E1
D940018794,B11102E1
D940018956,C71101E1
D940018978,B11102E1
D940018978,C71101E1
D940019137,B11102E1
D940019137,C11101E1
D940019137,C81HBAE1
D940019137,C81HCAE1
D940019137,C81HDAE1
D940019137,C81MSAE1
D940019171,C11101E1
D940019171,C11105E1
D940019171,C41101E1
D940019171,C71101E1
D940019528,B31101E1
D940019528,B31103E1
D940019528,B31105E1
D940019528,B31107E1
D940019735,C11101E1
D940019735,C11105E1
D940019735,C41101E1
D940019735,C71101E1
D940019872,C81HBAE1
D940019872,C81HCAE1
D940019872,C81HDAE1
D940019872,C81MSAE1
D940019920,C81HCAE1
D940019986,C11101E1
D940019986,C81HBAE1
D940019986,C81HCAE1
D940019986,C81HDAE1
D940019986,C81IAAE1
D940019986,C81MSAE1
D940020030,B31101E1
D940020030,B31103E1
D940020030,B31105E1
D940020030,B31107E1
D940020074,C11101E1
D940020074,C81HBAE1
D940020074,C81HCAE1
D940020074,C81HDAE1
D940020074,C81MSAE1
D940020100,C11101E1
D940020100,C11105E1
D940020100,C41101E1
D940020100,C71101E1
D940020133,B11102E1
D940020133,C11105E1
D940020133,C41101E1
D940020133,C71101E1
D940020144,C11101E1
D940020144,C11105E1
D940020144,C41101E1
D940020177,B11102E1
D940020177,C81HBAE1
D940020177,C81HCAE1
D940020177,C81HDAE1
D940020177,C81IAAE1
D940020177,C81MSAE1
D940020317,C81HAAE1
D940020502,C81HCAE1
D940020502,C81HDAE1
D940020524,B11101E1
D940020524,C11101E1
D940020524,C11105E1
D940020557,C71101E1
D940020661,B11102E1
D940020661,C71101E1
D940020672,B11102E1
D940020823,B11101E1
D940020823,C71101E1
D940020823,C81J2AE1
D940020823,C81J2AE2
D940020867,B11102E1
D940020867,C11105E1
D940020867,C71101E1
D940020890,C11101E1
D940020890,C11105E1
D940020890,C71101E1
D940020890,C81IBAE1
D940020904,B11102E1
D940020904,C11101E1
D940020904,C11105E1
D940020904,C41101E1
D940020904,C71101E1
D940020948,C11105E1
D940020948,C71101E1
D940020960,C81HBAE1
D940020960,C81HCAE1
D940020960,C81HDAE1
D940020960,C81MSAE1
D940021015,C11101E1
D940021015,C11105E1
D940021015,C71101E1
D940021093,B31101E1
D940021093,B31103E1
D940021093,B31105E1
D940021093,B31107E1
D940021118,B11102E1
D940021118,C11101E1
D940021118,C11105E1
D940021118,C71101E1
D940021185,B11101E1
D940021185,C71101E1
D940021185,C81J2AE1
D940021185,C81J2AE2
D940021255,B11102E1
D940021255,C71101E1
D940021314,B31101E1
D940021314,B31103E1
D940021314,B31105E1
D940021314,B31107E1
D940021369,B11102E1
D940021369,C11101E1
D940021369,C11105E1
D940021369,C71101E1
D940021392,C11105E1
D940021392,C41101E1
D940021392,C71101E1
D940021428,C81HAAE1
D940021428,C81HBAE1
D940021428,C81HCAE1
D940021428,C81HDAE1
D940021428,C81MSAE1
D940021451,B11102E1
D940021451,C71101E1
D940021598,B11101E1
D940021598,C11101E1
D940021598,C11105E1
D940021613,B11102E1
D940021613,C71101E1
D940021679,B11102E1
D940021679,C11101E1
D940021679,C81HBAE1
D940021679,C81HCAE1
D940021679,C81HDAE1
D940021679,C81MSAE1
D940021738,B31101E1
D940021738,B31103E1
D940021738,B31105E1
D940021738,B31107E1
D940021749,B31101E1
D940021749,B31103E1
D940021749,B31105E1
D940021749,B31107E1
D940021750,B11102E1
D940021750,C71101E1
D940021820,B31101E1
D940021820,B31103E1
D940021820,B31105E1
D940021820,B31107E1
D940021842,C11101E1
D940021842,C11105E1
D940021842,C41101E1
D940021842,C71101E1
D940021934,B11102E1
D940021934,C11101E1
D940021934,C11105E1
D940021934,C71101E1
D940021956,B11102E1
D940021956,C81HBAE1
D940021956,C81HCAE1
D940021956,C81HDAE1
D940021956,C81MSAE1
D940021990,B11101E1
D940021990,C11101E1
D940021990,C11105E1
D940022067,B31101E1
D940022067,B31103E1
D940022067,B31105E1
D940022067,B31107E1
D940022104,B11102E1
D940022104,C11101E1
D940022104,C41101E1
D940022104,C81HBAE1
D940022104,C81HCAE1
D940022104,C81HDAE1
D940022104,C81MSAE1
D940022159,B31101E1
D940022159,B31103E1
D940022159,B31105E1
D940022159,B31107E1
D940022182,C81IDAE1
D940022230,C71101E1
D940022241,C11105E1
D940022241,C41101E1
D940022241,C71101E1
D940022252,C81IAAE1
D940022296,C81HBAE1
D940022296,C81HCAE1
D940022296,C81HDAE1
D940022296,C81MSAE1
D940022643,B11102E1
D940022643,C11101E1
D940022643,C11105E1
D940022643,C71101E1
D940022713,C81IAAE1
D940022724,C81HBAE1
D940022724,C81HCAE1
D940022724,C81HDAE1
D940022724,C81IAAE1
D940022724,C81MSAE1
D940022768,C11101E1
D940022768,C11105E1
D940022768,C71101E1
D940022827,B11102E1
D940022827,C11105E1
D940022827,C71101E1
D940022942,B31101E1
D940022942,B31103E1
D940022942,B31105E1
D940022942,B31107E1
D940022964,C11105E1
D940022964,C41101E1
D940022964,C71101E1
D940022975,C81IDAE1
D940023031,B31101E1
D940023031,B31103E1
D940023031,B31105E1
D940023031,B31107E1
D940023075,C11105E1
D940023075,C41101E1
D940023075,C71101E1
D940023123,B11102E1
D940023123,C11101E1
D940023123,C71101E1
D940023237,C11105E1
D940023237,C41101E1
D940023237,C71101E1
D940023237,C81IBAE1
D940023329,B31101E1
D940023329,B31103E1
D940023329,B31105E1
D940023329,B31107E1
D940023422,C11105E1
D940023422,C41101E1
D940023422,C71101E1
D940023466,C81IDAE1
D940023488,C11105E1
D940023488,C41101E1
D940023488,C71101E1
D940023536,C81IAAE1
D940023536,C81ICAE1
D940023639,C81ICAE1
D940023662,B31101E1
D940023662,B31103E1
D940023662,B31105E1
D940023662,B31107E1
D940023695,C11105E1
D940023695,C41101E1
D940023695,C71101E1
D940023695,C81IBAE1
D940023813,B11101E1
D940023813,C11101E1
D940023813,C11105E1
D940023813,C71101E1
D940023835,B31101E1
D940023835,B31103E1
D940023835,B31105E1
D940023835,B31107E1
D940023938,B31101E1
D940023938,B31103E1
D940023938,B31105E1
D940023938,B31107E1
D940024038,C11101E1
D940024038,C11105E1
D940024038,C41101E1
D940024038,C71101E1
D940024072,B31101E1
D940024072,B31103E1
D940024072,B31105E1
D940024072,B31107E1
D940024108,C11101E1
D940024108,C11105E1
D940024108,C71101E1
D940024175,C81ICAE1
D940024197,B11102E1
D940024212,B11101E1
D940024212,B11102E1
D940024212,C11105E1
D940024212,C71101E1
D940024234,B11102E1
D940024234,C11105E1
D940024234,C71101E1
D940024289,C11105E1
D940024289,C41101E1
D940024289,C71101E1
D940024289,C81IBAE1
D940024348,C81ICAE1
D940024382,B31101E1
D940024382,B31103E1
D940024382,B31105E1
D940024382,B31107E1
D940024418,B11102E1
D940024418,C11101E1
D940024418,C81HBAE1
